,Date,Open,High,Low,Close,Adj Close,Volume,Return,Beta,Variance,AvgTrueRange,Upperband,Lowerband,Middleband,APO,NATR,TRANGE,DMI,MACD,MACDSIGNAL,MACDHIST,MOM,PPO,ROCP,RSI,TRIX,ULTOSC,SLOWK,SLOWD,AD,ADOSC,OBV,Upward_momentum_created,Downward_momentum_created,B5_O_Um,B5_C_Um,B5_E_Um,B5_A_Um,B5_N_Um,B5_O_Dm,B5_C_Dm,B5_E_Dm,B5_A_Dm,B5_N_Dm,Verified_status_True,Verified_status_False,O,C,E,A,N,Real_or_Fake_tweet
0,2020-04-21,1.7000000476837158,1.7000000476837158,1.5,1.559999942779541,1.559999942779541,1898500,-7.1428576496993745,0.42794834072096,0.011110206586488758,0.15199843417441508,1.75509561851069,1.3334757596522389,1.5442856890814645,,9.743489727543885,0.20000004768371582,55.655071867797986,,,,0.3999999761581421,,0.3448275755758657,72.62506164869622,,,60.78798984282337,69.29500055098752,4388875.795012148,600312.7061564,13034300.0,0.0,10774.281789558874,0.0,0.0,0.0,0.0,0.0,10774.281789558874,0.0,10774.281789558874,0.0,10774.281789558874,0,14,14,0,14,0,14,14
1,2020-04-22,1.600000023841858,1.9299999475479126,1.5700000524520874,1.899999976158142,1.899999976158142,4013300,21.79487473395696,0.4008958407435817,0.014240816022912828,0.18314151568783746,1.8672411885679532,1.3899016277031477,1.6285714081355505,,9.639027262418981,0.3700000047683716,71.55642622352885,,,,0.6100000143051147,,0.4728682421268269,80.05618557384993,,,67.98621874695692,67.26052799341603,7733292.904662872,1548974.4771927716,17047600.0,0.0,1045735.1455232477,0.0,0.0,0.0,0.0,0.0,1045735.1455232477,0.0,1045735.1455232477,0.0,1045735.1455232477,0,69,69,0,69,0,69,69
2,2020-04-23,2.0999999046325684,2.3499999046325684,1.7599999904632568,1.909999966621399,1.909999966621399,11813800,0.5263152941442195,0.38256342473101457,0.021640814462001057,0.24126414404233376,1.9756448969846216,1.3872122063631567,1.6814285516738892,,12.631630798879339,0.5899999141693115,83.87496532376394,,,,0.6000000238418579,,0.45801530538145335,80.22620427997855,,,55.78182889966846,61.518679163149606,1926509.7729010265,-51365.29268864263,28861400.0,0.0,1949656.0721376294,0.0,0.0,0.0,0.0,0.0,1949656.0721376294,0.0,1949656.0721376294,0.0,1949656.0721376294,0,128,128,0,128,0,128,128
3,2020-04-24,2.009999990463257,2.009999990463257,1.809999942779541,1.8600000143051147,1.8600000143051147,2920600,-2.617798596338672,0.27013975551756875,0.023514287185669946,0.23536927313395978,2.026687357017441,1.413312598023627,1.719999977520534,,12.65426189912651,0.20000004768371582,83.87496532376394,,,,0.5700000524520874,,0.44186051884320043,76.70518896409176,,,61.20383494345561,61.65729419669368,466211.5137138667,-1166020.527137077,25940800.0,0.0,828116.9869246659,0.0,0.0,0.0,0.0,0.0,828116.9869246659,0.0,828116.9869246659,0.0,828116.9869246659,0,45,45,0,45,0,45,45
4,2020-04-27,1.909999966621399,1.9299999475479126,1.7799999713897705,1.8600000143051147,1.8600000143051147,1913500,0.0,0.2975179821651006,0.019595919819269003,0.22317365928027152,2.045685125062986,1.485743416392964,1.765714270727975,,11.998583739992492,0.1499999761581421,76.44561089279608,,,,0.5500000715255737,,0.4198474011827746,76.70518896409178,,,44.313730275067776,53.766464706063964,593779.5997130513,-1475424.1386719618,25940800.0,0.0,332507.0013224195,0.0,0.0,0.0,0.0,0.0,332507.0013224195,0.0,332507.0013224195,0.0,332507.0013224195,0,15,15,0,15,0,15,15
5,2020-04-28,1.8700000047683716,1.899999976158142,1.7200000286102295,1.809999942779541,1.809999942779541,1955000,-2.68817586779716,0.327869143291758,0.014477555179596813,0.2170059861756488,2.037788254515007,1.5564974039126407,1.7971428292138236,0.3083974306400006,11.9892813832028,0.1799999475479126,61.244025257618574,,,,0.26999998092651367,22.498129331447554,0.1753246672822201,72.98996314920174,,,38.491705920795724,48.00309037977305,593778.3049673347,-1467869.288203328,23985800.0,0.0,145186.52949393235,0.0,0.0,0.0,0.0,0.0,145186.52949393235,0.0,145186.52949393235,0.0,145186.52949393235,0,17,17,0,17,0,17,17
6,2020-04-29,1.8200000524520874,1.8799999952316284,1.7899999618530273,1.8600000143051147,1.8600000143051147,1780100,2.7624349782459534,0.3118356432432043,0.012420411769712647,0.19886227863321343,2.045750926708994,1.5999633222207106,1.8228571244648524,0.3161538464900775,10.69152027439673,0.09000003337860107,61.24402525761858,,,,0.26999998092651367,22.440622723018404,0.16981130519399362,74.32898655693988,,,31.781464825256137,38.19563367370656,1582723.7973346317,-1016671.5301489895,25765900.0,0.0,27324.61992214344,0.0,0.0,0.0,0.0,0.0,27324.61992214344,0.0,27324.61992214344,0.0,27324.61992214344,0,6,6,0,6,0,6,6
7,2020-04-30,1.809999942779541,1.8899999856948853,1.7400000095367432,1.7799999713897705,1.7799999713897705,1803800,-4.30107754301452,0.30195965257698615,0.0018244903545001634,0.19188194970820321,1.9397138067019863,1.7688575932592125,1.8542856999805994,0.30538461834956454,10.779884988334441,0.1499999761581421,46.88973236947116,,,,0.24000000953674316,21.212931276309245,0.15584416589722486,68.47937462396551,,,24.560361675744343,31.611177473932084,740949.6994510737,-1007503.1575307115,23962100.0,0.0,161887.83486375102,0.0,0.0,0.0,0.0,0.0,161887.83486375102,0.0,161887.83486375102,0.0,161887.83486375102,0,10,10,0,10,0,10,10
8,2020-05-01,1.809999942779541,1.809999942779541,1.6699999570846558,1.7999999523162842,1.7999999523162842,1644700,1.123594452133525,0.34541687343855076,0.0017428582463954179,0.18447024056344352,1.9234950898436698,1.7565048747341412,1.8399999822889055,0.2921153826591296,10.248346969457565,0.13999998569488525,28.242825000464013,,,,0.2099999189376831,19.866597049230574,0.13207541794288705,69.13338095288822,,46.0251393479869,30.970620829147318,29.10414911004928,2150692.756658766,-463606.6543907216,25606800.0,0.0,106706.52163384575,0.0,0.0,0.0,0.0,0.0,106706.52163384575,0.0,106706.52163384575,0.0,106706.52163384575,0,12,12,0,12,0,12,12
9,2020-05-04,1.75,1.7899999618530273,1.5800000429153442,1.690000057220459,1.690000057220459,3315500,-6.111105444990406,-0.3289676505379882,0.0032693867741810934,0.18954590754022874,1.9229285271973122,1.6942143204088018,1.808571423803057,0.27923077192061996,11.215733794232802,0.21999990940093994,7.729322370590633,,,,0.010000109672546387,18.668038443033502,0.005952446419502754,61.567088636089785,,50.79958640110961,35.02154993476577,30.18417747988583,2308575.5015048073,-148722.0611651016,22291300.0,0.0,213349.12583581597,0.0,0.0,0.0,0.0,0.0,213349.12583581597,0.0,213349.12583581597,0.0,213349.12583581597,0,22,22,0,22,0,22,22
