,Date,Open,High,Low,Close,Adj Close,Volume,Return,Beta,Variance,AvgTrueRange,Upperband,Lowerband,Middleband,APO,NATR,TRANGE,DMI,MACD,MACDSIGNAL,MACDHIST,MOM,PPO,ROCP,RSI,TRIX,ULTOSC,SLOWK,SLOWD,AD,ADOSC,OBV,Upward_momentum_created,Downward_momentum_created,B5_O_Um,B5_C_Um,B5_E_Um,B5_A_Um,B5_N_Um,B5_O_Dm,B5_C_Dm,B5_E_Dm,B5_A_Dm,B5_N_Dm,Verified_status_True,Verified_status_False,O,C,E,A,N,Real_or_Fake_tweet
0,2017-02-02,1.0099999904632568,1.0199999809265137,0.9100000262260437,0.9200000166893005,0.9200000166893005,5960000,-9.803918245800213,0.38324101109194747,0.004934693418231051,0.06723773264647696,1.2033518715554024,0.9223623794178905,1.0628571254866463,,7.308449068124776,0.10999995470046997,86.29031498856911,,,,-0.25999993085861206,,-0.22033893425071957,21.249705522676262,,,13.73684140309669,17.43296097600235,-23112044.893373005,-6119927.679281142,-34057800.0,174736.5180001835,138199.37462869272,0.0,174736.5180001835,174736.5180001835,0.0,174736.5180001835,0.0,138199.37462869272,138199.37462869272,0.0,138199.37462869272,0,18,0,18,18,0,18,0
1,2017-02-03,0.949999988079071,0.949999988079071,0.9300000071525574,0.9399999976158142,0.9399999976158142,2321900,2.1739109308372973,-0.5347524514944607,0.005710202872997172,0.06191805246694747,1.186846037323508,0.8845825000452665,1.0357142686843872,,6.5870268748930245,0.029999971389770508,86.29031498856912,,,,-0.2399999499320984,,-0.2033897971189134,25.089532260331698,,,10.439165998844807,14.115306420287927,-23112044.893373005,-6195974.768485222,-31735900.0,130854.53480040375,103493.048183124,0.0,130854.53480040375,130854.53480040375,0.0,130854.53480040375,0.0,103493.048183124,103493.048183124,0.0,103493.048183124,0,64,0,64,64,0,64,0
2,2017-02-06,0.9399999976158142,0.949999988079071,0.9300000071525574,0.9300000071525574,0.9300000071525574,2331100,-1.063828775385156,-0.17544848075791372,0.005220405991224197,0.05592975653259978,1.151647595941537,0.86263808769036,1.0071428418159485,,6.013952269080472,0.019999980926513672,86.29031498856912,,,,-0.20999997854232788,,-0.18421050980480733,24.447655939537388,,,9.69842511093281,11.291477504291441,-25443144.893373005,-6405528.14420642,-34067000.0,259083.9002002753,204909.84594303908,0.0,259083.9002002753,259083.9002002753,0.0,259083.9002002753,0.0,204909.84594303908,204909.84594303908,0.0,204909.84594303908,0,45,0,45,45,0,45,0
3,2017-02-07,0.9300000071525574,0.9300000071525574,0.8999999761581421,0.8999999761581421,0.8999999761581421,2213000,-3.22580975953628,-0.30417244668637844,0.004053058408231891,0.05222551002714485,1.103041536093155,0.8483869965072479,0.9757142663002014,,5.802834601183159,0.030000030994415283,88.5988069830963,,,,-0.25999999046325684,,-0.22413792926264428,22.58122038084226,,,8.249150875356035,9.46224732837789,-27656144.893373005,-6613070.1484372355,-36280000.0,148855.87686707653,117730.33667074709,0.0,148855.87686707653,148855.87686707653,0.0,148855.87686707653,0.0,117730.33667074709,117730.33667074709,0.0,117730.33667074709,0,25,0,25,25,0,25,0
4,2017-02-08,0.9100000262260437,0.9200000166893005,0.8600000143051147,0.8799999952316284,0.8799999952316284,3716500,-2.222220161814692,-0.13353856435372286,0.003685712364742244,0.05333615179243641,1.0714201242137706,0.8285798519443714,0.949999988079071,-0.11301282468514562,6.060926372891353,0.06000000238418579,90.96527438759763,,,,-0.25,-9.967209869800856,-0.22123893898668096,21.407833944380204,,,7.870363586662222,8.605979857650361,-28894980.688046932,-6490960.52588816,-39996500.0,274465.88860089926,217075.48368059433,0.0,274465.88860089926,274465.88860089926,0.0,274465.88860089926,0.0,217075.48368059433,217075.48368059433,0.0,217075.48368059433,0,52,0,52,52,0,52,0
5,2017-02-09,0.8500000238418579,0.8799999952316284,0.8299999833106995,0.8500000238418579,0.8500000238418579,3934500,-3.409087676400968,-0.06305899713641666,0.0024857134614674203,0.05285956038222106,1.0197138595078188,0.8202861398109854,0.919999999659402,-0.1249999988537569,6.218771635241219,0.050000011920928955,92.35393774089896,,,,-0.2799999713897705,-11.16071429576585,-0.24778758634629539,19.750015251448755,,,9.722230155709731,8.613914872576002,-29681875.059700876,-6101294.750745416,-43931000.0,257224.69966718665,203439.4014479627,0.0,257224.69966718665,257224.69966718665,0.0,257224.69966718665,0.0,203439.4014479627,203439.4014479627,0.0,203439.4014479627,0,48,0,48,48,0,48,0
6,2017-02-10,0.8500000238418579,1.2300000190734863,0.8399999737739563,1.1799999475479126,1.1799999475479126,24708600,38.823519347036054,0.09367842546061053,0.010191832792516231,0.10102248679897949,1.144766352916934,0.7409479225794124,0.9428571377481733,-0.11621795136194968,8.561228075383248,0.39000004529953003,37.79110734269468,,,,0.059999942779541016,-10.419540574011526,0.05357137725365427,58.14568399405082,,,38.88889123444145,18.827161658937808,-11308821.848409314,458748.6109280586,-19222400.0,2610473.4966023676,2064627.4107101362,0.0,2610473.4966023676,2610473.4966023676,0.0,2610473.4966023676,0.0,2064627.4107101362,2064627.4107101362,0.0,2064627.4107101362,6,208,0,214,214,0,214,0
7,2017-02-13,1.2999999523162842,1.309999942779541,1.059999942779541,1.100000023841858,1.100000023841858,24623800,-6.779654852722472,0.094127501305402,0.012983670916849932,0.12230498868483955,1.196463248969906,0.7406795999985998,0.9685714244842529,-0.11256410410771012,11.118635093995488,0.25,47.29954586840284,,,,0.040000081062316895,-10.147942904495313,0.037735927567532065,51.689181151582844,,49.18027630615435,53.472232070096545,34.02778448674925,-28052989.879911084,-2226991.533949539,-43846200.0,1251086.372668196,989486.0919057727,0.0,1251086.372668196,1251086.372668196,0.0,1251086.372668196,0.0,989486.0919057727,989486.0919057727,0.0,989486.0919057727,1,124,0,125,125,0,125,0
8,2017-02-14,1.100000023841858,1.1699999570846558,1.0299999713897705,1.1100000143051147,1.1100000143051147,13293200,0.9090900224102638,0.13421289834256184,0.015134691966310454,0.12483284540056037,1.2389034129512315,0.7468108693570745,0.992857141154153,-0.10801282181189609,11.246202143403446,0.13999998569488525,38.066936156588774,,,,0.05000007152557373,-9.78513376865977,0.047169881344015084,52.40068178561466,,49.71881084245577,67.36111371536617,53.2407456733014,-26153951.60640237,-2519010.1849240065,-30553000.0,175465.41700027528,138775.86194303908,0.0,175465.41700027528,175465.41700027528,0.0,175465.41700027528,0.0,138775.86194303908,138775.86194303908,0.0,138775.86194303908,0,33,0,33,33,0,33,0
9,2017-02-15,1.100000023841858,1.1299999952316284,1.0700000524520874,1.0800000429153442,1.0800000429153442,14201800,-2.702700090373533,0.11914962470667331,0.015195917507094592,0.11557100216898618,1.2608291621966703,0.7677422731867176,1.014285717691694,-0.09980768691270792,10.701018294130309,0.059999942779541016,38.06693615658876,,,,0.060000061988830566,-9.095688323158294,0.05882359128509954,50.02063218921242,,48.848371595310994,55.555569352928195,58.79630504613031,-35621818.27306904,-5421974.464723505,-44754800.0,109753.49726696641,86804.20589353144,0.0,109753.49726696641,109753.49726696641,0.0,109753.49726696641,0.0,86804.20589353144,86804.20589353144,0.0,86804.20589353144,0,20,0,20,20,0,20,0
10,2017-02-16,1.0800000429153442,1.1699999570846558,1.059999942779541,1.1399999856948853,1.1399999856948853,14991300,5.555550036607193,0.10120156506009828,0.014412242418406773,0.11477514675986168,1.2886734318188364,0.808469434860764,1.0485714333398002,-0.08929486190661406,10.067995456149122,0.11000001430511475,44.392362846950796,,,,0.21999996900558472,-8.16625546414963,0.23913039675507136,54.474323912529385,,51.89581038207304,58.08216294824973,60.332948672181374,-28807582.138679005,-3948477.948724333,-29763500.0,769355.1742011195,608484.1632350256,0.0,769355.1742011195,769355.1742011195,0.0,769355.1742011195,0.0,608484.1632350256,608484.1632350256,0.0,608484.1632350256,0,103,0,103,103,0,103,0
11,2017-02-17,1.149999976158142,1.149999976158142,1.0700000524520874,1.1100000143051147,1.1100000143051147,20562600,-2.6315764707210976,0.08421944668830107,0.009812241947408262,0.10980725775217497,1.2795421014022306,0.8833150564412231,1.0814285789217268,-0.07602562927282763,9.892545615949096,0.07999992370605469,44.392362846950796,,,,0.17000001668930054,-6.98962650492112,0.18085108204306716,51.98017806964679,,52.72092297633186,48.161530315444566,53.93308753887417,-28807582.138679005,-2986731.3786588274,-50326100.0,641396.3300673335,507281.3211509169,0.0,641396.3300673335,641396.3300673335,0.0,641396.3300673335,0.0,507281.3211509169,507281.3211509169,0.0,507281.3211509169,0,68,0,68,68,0,68,0
12,2017-02-21,1.1200000047683716,1.2000000476837158,1.100000023841858,1.159999966621399,1.159999966621399,16962100,4.504500150622537,0.045250123375879296,0.0010816305900118728,0.10840622433641538,1.1914905904936999,1.0599379795724795,1.1257142850330897,-0.05333332373545718,9.345364435842008,0.10000002384185791,52.62471152863753,-0.03262176452439669,-0.0738120909493733,0.04119032642497661,0.22999995946884155,-4.915513753619779,0.24731178247304283,55.62674909177795,,53.499298622059364,56.290597302921014,54.17809685553845,-25415186.403151903,-1242369.922449872,-33364000.0,1161314.6122677922,918485.4717226487,0.0,1161314.6122677922,1161314.6122677922,0.0,1161314.6122677922,0.0,918485.4717226487,918485.4717226487,0.0,918485.4717226487,0,76,0,76,76,0,76,0
